date,amm_busheling_midwest,hr_coil,alluminum,iron_ore,turkish_scrap,nue
12/27/13,205,871,2792,95,281,64
12/28/13,266,818,3243,149,226,44
12/29/13,365,375,2523,185,254,34
12/30/13,488,873,3224,104,304,44
12/31/13,298,704,2456,76,330,52
1/1/14,416,822,1869,154,334,58
1/2/14,185,899,1534,112,501,46
1/3/14,434,421,1970,44,363,31
1/4/14,334,1001,1308,151,278,38
1/5/14,246,692,1568,40,172,62
1/6/14,494,979,1635,96,381,36
1/7/14,213,586,1989,179,464,31
1/8/14,368,863,1560,58,256,37
1/9/14,266,604,3270,76,198,74
1/10/14,334,917,2809,142,369,31
1/11/14,285,781,2265,155,172,68
1/12/14,171,662,2074,180,195,30
1/13/14,484,445,1486,132,381,39
1/14/14,368,803,3146,62,430,32
1/15/14,220,813,2987,88,446,35
1/16/14,257,724,1802,185,356,79
1/17/14,392,552,2537,169,393,49
1/18/14,321,1029,3183,89,358,56
1/19/14,281,659,3024,46,375,81
1/20/14,247,541,2027,106,182,77
1/21/14,378,519,2988,46,443,77
1/22/14,171,701,2089,126,421,79
1/23/14,241,711,1910,133,322,58
1/24/14,315,515,2245,131,338,50
1/25/14,172,623,2821,44,209,61
1/26/14,248,995,2474,68,377,63
1/27/14,292,647,1448,155,325,51
1/28/14,459,925,2670,164,486,48
1/29/14,322,682,2411,140,234,80
1/30/14,176,535,2276,151,202,80
1/31/14,468,875,2914,65,302,82
2/1/14,371,1052,2427,161,254,54
2/2/14,176,819,2586,124,195,74
2/3/14,221,644,1779,44,226,53
2/4/14,411,395,1787,151,216,59
2/5/14,337,1013,2636,63,379,67
2/6/14,391,436,2114,85,368,56
2/7/14,453,417,1358,181,234,39
2/8/14,495,1032,2932,156,175,75
2/9/14,253,893,3242,146,450,47
2/10/14,501,487,1686,143,349,81
2/11/14,384,852,1319,165,398,45
2/12/14,477,938,3010,172,390,75
2/13/14,224,496,2314,101,509,64
2/14/14,256,437,1758,90,502,48
2/15/14,410,853,2441,135,400,54
2/16/14,322,430,3244,56,185,51
2/17/14,407,812,2636,81,254,38
2/18/14,279,948,2343,42,338,78
2/19/14,408,911,2189,178,445,71
2/20/14,179,587,1848,52,196,58
2/21/14,185,660,2856,144,258,67
2/22/14,432,788,2534,175,206,64
2/23/14,175,948,2982,104,244,47
2/24/14,413,667,2186,66,393,44
2/25/14,499,603,3184,189,441,50
2/26/14,356,753,1680,182,178,55
2/27/14,197,956,1717,90,351,67
2/28/14,361,608,1667,82,268,60
3/1/14,484,952,2321,79,507,34
3/2/14,329,701,2752,178,420,76
3/3/14,418,538,1357,69,278,67
3/4/14,511,827,2549,48,432,76
3/5/14,219,612,2901,76,253,49
3/6/14,226,514,2916,191,202,77
3/7/14,383,710,1700,175,502,48
3/8/14,215,958,2825,122,479,54
3/9/14,208,575,1791,72,268,38
3/10/14,217,957,1416,152,439,41
3/11/14,243,596,2508,43,268,51
3/12/14,430,533,1779,123,327,51
3/13/14,426,1000,1965,173,447,80
3/14/14,168,559,2768,137,220,77
3/15/14,297,504,3073,47,469,37
3/16/14,174,995,3181,137,242,31
3/17/14,448,563,2708,162,331,35
3/18/14,306,951,1622,116,362,46
3/19/14,416,504,3185,177,290,49
3/20/14,476,594,1660,169,488,35
3/21/14,477,963,1504,143,262,62
3/22/14,368,1049,1863,115,357,75
3/23/14,300,823,3010,116,509,72
3/24/14,509,685,1424,179,189,33
3/25/14,316,402,1853,124,506,60
3/26/14,205,863,1751,150,478,44
3/27/14,429,954,2685,39,506,68
3/28/14,229,728,1711,53,301,62
3/29/14,167,578,1517,42,466,33
3/30/14,325,512,2896,92,314,40
3/31/14,417,607,1742,112,467,74
4/1/14,473,778,1379,115,418,60
4/2/14,480,751,2565,77,381,30
4/3/14,287,913,2216,115,503,73
4/4/14,467,925,1563,82,215,52
4/5/14,468,794,1905,132,172,57
4/6/14,253,1054,1509,102,238,71
4/7/14,352,495,2616,145,378,53
4/8/14,320,890,1522,42,288,62
4/9/14,248,673,1563,124,454,75
4/10/14,488,907,2477,177,451,82
4/11/14,237,763,2187,104,275,63
4/12/14,468,406,1273,80,185,58
4/13/14,466,1029,1663,151,221,48
4/14/14,426,550,2846,51,372,36
4/15/14,286,692,1661,88,237,65
4/16/14,417,400,2254,129,509,37
4/17/14,196,938,2301,81,172,66
4/18/14,257,508,1416,97,419,28
4/19/14,444,693,2953,176,270,40
4/20/14,338,713,2124,122,199,59
4/21/14,488,688,1994,150,339,30
4/22/14,246,923,2847,141,264,74
4/23/14,388,462,2325,138,333,51
4/24/14,164,582,2435,148,325,42
4/25/14,398,823,1305,105,338,44
4/26/14,458,483,2910,121,238,31
4/27/14,195,837,3144,86,352,57
4/28/14,443,567,1282,146,321,73
4/29/14,290,682,1463,180,218,54
4/30/14,244,642,2270,131,183,38
5/1/14,240,931,2142,181,269,50
5/2/14,357,359,2516,90,427,43
5/3/14,326,438,2090,77,286,51
5/4/14,214,669,1974,159,178,26
5/5/14,512,730,1602,145,436,33
5/6/14,255,1015,1829,98,374,32
5/7/14,384,661,2282,128,322,51
5/8/14,217,426,1928,120,409,66
5/9/14,246,1071,2281,183,273,69
5/10/14,485,1030,2463,183,299,73
5/11/14,258,585,1760,170,294,79
5/12/14,404,799,1514,134,365,66
5/13/14,330,470,1272,175,307,59
5/14/14,175,1004,2334,77,453,48
5/15/14,275,537,1301,62,288,61
5/16/14,335,612,2329,175,216,78
5/17/14,364,1048,2644,174,448,82
5/18/14,229,585,2767,159,368,78
5/19/14,316,547,1436,178,435,76
5/20/14,251,665,2209,135,304,31
5/21/14,175,501,2261,127,313,32
5/22/14,224,715,1505,48,355,42
5/23/14,197,556,1920,163,305,56
5/24/14,249,870,3211,189,502,56
5/25/14,174,741,2310,169,348,66
5/26/14,408,773,2250,119,499,53
5/27/14,475,938,2743,174,444,78
5/28/14,463,1024,2131,119,171,68
5/29/14,195,395,2284,101,343,69
5/30/14,265,696,2031,59,427,56
5/31/14,440,508,3013,107,269,79
6/1/14,364,995,2465,116,282,51
6/2/14,375,906,1814,167,463,49
6/3/14,421,368,3004,106,450,46
6/4/14,502,645,1831,123,465,38
6/5/14,454,827,2350,93,367,53
6/6/14,328,369,2885,123,324,66
6/7/14,228,426,3286,47,412,43
6/8/14,417,850,3278,37,202,39
6/9/14,474,1051,3033,65,490,69
6/10/14,275,685,2113,70,410,62
6/11/14,329,768,3220,125,427,48
6/12/14,464,784,3144,155,480,74
6/13/14,338,881,1256,126,322,77
6/14/14,454,492,1286,53,274,30
6/15/14,260,724,2069,186,444,61
6/16/14,285,973,2990,92,288,27
6/17/14,263,356,3144,139,236,45
6/18/14,344,521,1539,132,218,46
6/19/14,425,512,3251,70,386,68
6/20/14,166,732,2974,191,304,52
6/21/14,251,631,2612,75,477,69
6/22/14,203,732,1502,134,498,63
6/23/14,241,372,2342,108,389,68
6/24/14,169,927,3082,84,424,68
6/25/14,284,471,1683,108,412,51
6/26/14,462,386,1686,83,505,81
6/27/14,409,700,2534,118,258,61
6/28/14,252,1054,2511,125,414,80
6/29/14,351,444,1644,112,284,73
6/30/14,186,1070,2583,39,192,43
7/1/14,174,536,2507,155,170,48
7/2/14,513,790,2105,163,333,54
7/3/14,402,594,2845,46,495,81
7/4/14,172,762,2298,39,227,73
7/5/14,486,992,1912,60,236,79
7/6/14,403,452,1512,57,375,79
7/7/14,424,1008,1796,184,425,27
7/8/14,510,442,1289,168,193,35
7/9/14,372,763,2293,66,179,41
7/10/14,258,1005,2650,174,428,30
7/11/14,239,720,2779,78,426,29
7/12/14,334,869,3054,58,374,76
7/13/14,412,1016,1256,132,482,81
7/14/14,421,776,1485,182,200,68
7/15/14,242,812,3284,190,268,37
7/16/14,302,876,1539,103,280,66
7/17/14,295,717,1315,108,365,43
7/18/14,371,607,1636,114,173,67
7/19/14,430,685,3128,117,377,49
7/20/14,462,748,1491,114,451,32
7/21/14,471,1070,1764,121,352,28
7/22/14,287,942,2978,111,323,64
7/23/14,408,748,3147,43,244,81
7/24/14,393,819,2774,78,208,60
7/25/14,468,762,2858,86,301,54
7/26/14,350,1049,2270,189,170,77
7/27/14,404,644,3217,83,223,34
7/28/14,192,528,2571,169,337,80
7/29/14,502,629,2145,114,353,75
7/30/14,335,600,2573,67,173,49
7/31/14,327,821,2231,111,429,32
8/1/14,188,391,1408,69,475,27
8/2/14,304,1030,2256,132,491,45
8/3/14,211,979,2939,101,356,58
8/4/14,312,951,2303,116,203,53
8/5/14,355,904,2291,113,333,61
8/6/14,439,675,2279,144,202,68
8/7/14,336,913,2342,137,394,46
8/8/14,515,634,2593,45,195,26
8/9/14,253,766,1882,185,417,38
8/10/14,207,958,3242,142,331,42
8/11/14,221,452,1400,77,290,82
8/12/14,161,725,1908,56,376,65
8/13/14,237,632,2514,93,444,67
8/14/14,439,1075,2955,90,230,42
8/15/14,502,516,2682,132,236,36
8/16/14,320,717,2512,106,311,60
8/17/14,285,663,2264,89,216,76
8/18/14,465,642,2110,104,503,79
8/19/14,253,606,2963,149,274,37
8/20/14,299,929,1500,113,197,68
8/21/14,182,882,1314,119,172,34
8/22/14,400,641,1528,147,471,34
8/23/14,199,565,3150,102,352,69
8/24/14,401,852,3245,144,292,77
8/25/14,338,441,1655,97,413,66
8/26/14,392,634,3127,191,312,48
8/27/14,382,384,2285,64,286,63
8/28/14,232,1033,2510,56,191,32
8/29/14,448,961,1584,64,473,44
8/30/14,272,453,2950,96,245,43
8/31/14,274,373,2636,183,439,39
9/1/14,368,835,1617,110,317,25
9/2/14,207,370,3057,103,282,38
9/3/14,312,953,2418,187,378,36
9/4/14,334,555,2100,160,293,25
9/5/14,469,960,2816,109,482,33
9/6/14,298,696,2562,158,279,71
9/7/14,473,751,2624,102,491,71
9/8/14,473,846,3039,187,215,68
9/9/14,172,535,3016,141,484,81
9/10/14,310,530,2662,107,174,76
9/11/14,416,900,2398,75,241,60
9/12/14,365,956,2874,37,187,81
9/13/14,269,724,1762,96,256,34
9/14/14,479,850,2562,75,305,42
9/15/14,351,953,2140,90,297,62
9/16/14,390,1020,2179,98,431,29
9/17/14,212,931,2556,63,315,25
9/18/14,249,1008,1747,153,189,80
9/19/14,167,809,1689,105,203,56
9/20/14,276,386,3191,127,486,79
9/21/14,326,1040,2199,132,426,72
9/22/14,337,839,2218,69,251,49
9/23/14,215,816,2370,183,484,61
9/24/14,338,1030,2306,174,272,38
9/25/14,267,405,2365,75,234,61
9/26/14,300,952,1432,190,170,62
9/27/14,228,812,3071,68,343,44
9/28/14,316,486,2249,191,194,25
9/29/14,202,449,1323,96,172,56
9/30/14,279,744,1638,146,259,28
10/1/14,396,424,3029,42,474,57
10/2/14,300,1001,1611,133,208,75
10/3/14,480,418,3217,142,472,31
10/4/14,397,946,1440,65,240,79
10/5/14,243,653,1459,164,480,80
10/6/14,218,620,1776,175,355,27
10/7/14,449,421,3126,41,244,48
10/8/14,466,884,1906,150,431,69
10/9/14,179,679,2549,149,214,66
10/10/14,218,480,2112,58,469,82
10/11/14,445,518,2226,86,397,46
10/12/14,192,401,3099,84,426,59
10/13/14,214,388,2191,124,262,43
10/14/14,475,474,1525,72,341,59
10/15/14,294,919,1969,158,344,80
10/16/14,343,676,1491,186,448,63
10/17/14,472,551,3196,113,246,51
10/18/14,417,794,3025,53,405,55
10/19/14,391,1013,2158,75,344,34
10/20/14,182,581,2880,157,404,39
10/21/14,240,1037,2653,133,193,33
10/22/14,515,1046,2993,95,442,29
10/23/14,324,593,2359,80,470,49
10/24/14,435,740,3020,62,493,72
10/25/14,207,673,2314,118,219,75
10/26/14,264,882,1527,176,255,36
10/27/14,274,1015,1779,44,252,36
10/28/14,266,875,2893,130,290,36
10/29/14,227,722,2232,188,381,41
10/30/14,434,786,1765,142,310,43
10/31/14,415,463,2053,164,414,41
11/1/14,274,916,2012,57,325,60
11/2/14,196,628,2473,126,183,50
11/3/14,173,855,2894,110,465,58
11/4/14,289,701,2933,80,427,81
11/5/14,502,762,2387,170,408,65
11/6/14,424,974,1443,60,256,36
11/7/14,307,465,2898,183,209,74
11/8/14,375,559,3222,96,478,25
11/9/14,502,791,2844,133,466,62
11/10/14,444,950,3083,58,460,53
11/11/14,166,432,1742,185,336,58
11/12/14,226,1001,1503,107,446,34
11/13/14,457,866,1710,110,451,55
11/14/14,335,994,2379,63,474,68
11/15/14,265,471,2465,71,448,42
11/16/14,406,644,1630,40,473,46
11/17/14,357,617,3148,49,333,71
11/18/14,508,626,2684,77,441,70
11/19/14,460,668,2336,142,244,59
11/20/14,489,733,2795,179,460,81
11/21/14,505,465,2604,125,478,76
11/22/14,409,364,1726,107,450,26
11/23/14,340,442,3062,75,392,37
11/24/14,317,1016,1501,146,195,55
11/25/14,284,865,1512,141,414,37
11/26/14,359,450,1920,96,404,43
11/27/14,459,639,3190,75,406,74
11/28/14,231,1043,1372,39,455,60
11/29/14,314,1054,2704,56,295,29
11/30/14,205,616,2545,76,174,45
12/1/14,302,565,2234,178,259,32
12/2/14,452,546,2898,98,205,65
12/3/14,459,790,1583,186,382,47
12/4/14,275,411,1625,161,261,41
12/5/14,400,676,1347,75,329,44
12/6/14,474,466,1862,52,204,26
12/7/14,326,837,2904,119,302,80
12/8/14,393,752,1551,165,417,77
12/9/14,401,596,1591,170,353,39
12/10/14,161,739,2215,95,339,67
12/11/14,210,756,2863,118,230,40
12/12/14,421,713,3225,54,416,30
12/13/14,325,775,2526,61,329,38
12/14/14,208,518,1735,177,423,46
12/15/14,239,945,1569,54,242,78
12/16/14,246,887,3109,114,419,47
12/17/14,224,884,2408,155,439,65
12/18/14,463,794,2892,120,264,29
12/19/14,300,947,2740,79,366,80
12/20/14,339,733,1706,102,433,76
12/21/14,370,488,2342,97,433,72
12/22/14,464,1056,2085,55,175,62
12/23/14,458,378,1378,87,433,78
12/24/14,255,501,1937,175,333,54
12/25/14,298,434,1421,142,338,51
12/26/14,358,782,2393,141,400,62
12/27/14,507,478,2217,87,269,51
12/28/14,200,663,2650,71,358,33
12/29/14,515,1071,2432,82,418,81
12/30/14,305,1016,1453,124,195,73
12/31/14,500,844,2059,79,251,37
1/1/15,406,628,3088,93,503,60
1/2/15,392,673,1285,107,198,64
1/3/15,502,555,1736,116,185,61
1/4/15,461,513,2881,167,396,58
1/5/15,363,523,1311,95,175,78
1/6/15,327,835,1685,103,271,54
1/7/15,406,781,1660,59,418,38
1/8/15,345,844,2853,50,354,51
1/9/15,458,752,1985,98,336,36
1/10/15,324,924,2855,168,382,28
1/11/15,477,760,1344,175,399,80
1/12/15,273,360,2490,49,237,46
1/13/15,289,619,1799,182,361,53
1/14/15,384,580,1415,51,346,63
1/15/15,350,1028,3099,133,456,37
1/16/15,208,1058,3288,150,176,35
1/17/15,381,623,2335,131,399,82
1/18/15,235,816,1707,51,230,44
1/19/15,164,918,1784,148,294,75
1/20/15,465,619,2874,101,193,50
1/21/15,403,665,2883,148,384,41
1/22/15,438,1055,2624,157,395,82
1/23/15,467,808,3195,39,347,81
1/24/15,240,1019,2131,37,473,80
1/25/15,377,653,2987,185,225,26
1/26/15,403,1039,1521,42,460,54
1/27/15,186,899,1708,93,468,43
1/28/15,489,861,1426,171,448,47
1/29/15,290,730,1863,120,242,68
1/30/15,250,872,1750,166,269,43
1/31/15,252,948,3082,153,357,48
2/1/15,358,472,2439,103,347,50
2/2/15,323,718,2496,114,433,53
2/3/15,175,1018,2420,83,434,67
2/4/15,237,574,2145,50,376,75
2/5/15,463,548,2668,101,263,28
2/6/15,501,598,2966,184,418,82
2/7/15,260,690,1517,86,172,47
2/8/15,362,496,1278,85,371,50
2/9/15,261,898,1792,181,499,79
2/10/15,472,671,1253,95,173,81
2/11/15,279,607,2619,82,475,78
2/12/15,442,935,1366,138,297,76
2/13/15,369,624,2088,127,448,57
2/14/15,196,855,3045,134,322,66
2/15/15,246,1059,3281,130,359,75
2/16/15,315,1015,2263,128,463,65
2/17/15,275,1055,2648,51,271,69
2/18/15,220,772,1799,158,284,49
2/19/15,239,633,1920,115,352,71
2/20/15,494,873,1694,82,214,25
2/21/15,499,947,1823,166,480,81
2/22/15,415,1035,1958,164,508,51
2/23/15,390,909,2160,93,498,71
2/24/15,385,396,2925,144,430,80
2/25/15,191,966,2992,108,499,68
2/26/15,503,385,2655,113,508,54
2/27/15,474,522,2760,77,234,60
2/28/15,166,728,2984,79,245,60
3/1/15,174,1014,3136,119,454,39
3/2/15,290,967,3030,140,498,43
3/3/15,379,936,2428,43,226,64
3/4/15,184,781,2771,89,437,49
3/5/15,322,901,2227,38,424,60
3/6/15,226,818,2628,137,373,25
3/7/15,441,941,3234,81,476,55
3/8/15,271,647,2010,101,361,78
3/9/15,238,1026,1556,58,360,82
3/10/15,490,824,1503,182,290,63
3/11/15,498,698,1435,119,181,57
3/12/15,513,724,2702,166,437,49
3/13/15,391,979,2928,138,203,31
3/14/15,433,963,2226,128,404,75
3/15/15,288,710,1410,94,250,66
3/16/15,175,596,2418,96,456,65
3/17/15,406,950,2504,109,291,70
3/18/15,166,1063,3199,106,303,32
3/19/15,439,867,1720,50,305,79
3/20/15,315,393,2486,46,185,44
3/21/15,417,623,2910,175,381,49
3/22/15,254,811,2222,189,284,52
3/23/15,390,402,2950,117,418,31
3/24/15,233,901,1854,178,387,31
3/25/15,396,984,3006,69,357,50
3/26/15,257,388,2606,49,475,50
3/27/15,434,511,2551,131,228,58
3/28/15,504,569,3149,165,429,26
3/29/15,499,930,1577,133,264,77
3/30/15,332,802,1296,106,451,54
3/31/15,430,491,1986,63,487,74
4/1/15,270,876,1791,150,415,49
4/2/15,252,745,2552,61,456,79
4/3/15,200,520,2923,95,314,67
4/4/15,478,396,1310,132,467,73
4/5/15,378,865,2566,162,254,26
4/6/15,241,1072,2122,94,180,54
4/7/15,161,792,2896,83,290,38
4/8/15,421,504,2906,184,414,37
4/9/15,351,506,1517,142,434,50
4/10/15,258,769,1868,111,422,53
4/11/15,351,558,2920,109,436,38
4/12/15,175,1000,2149,71,322,51
4/13/15,509,819,2202,121,229,34
4/14/15,280,578,1969,38,284,51
4/15/15,466,954,2911,99,368,81
4/16/15,418,832,2280,58,277,55
4/17/15,377,960,2951,119,489,47
4/18/15,240,844,2403,174,389,74
4/19/15,203,1048,2200,41,430,48
4/20/15,497,567,2508,87,352,73
4/21/15,452,687,1914,182,499,69
4/22/15,272,712,2715,172,208,29
4/23/15,437,661,1860,85,193,60
4/24/15,335,715,2885,60,207,47
4/25/15,357,897,1973,86,357,39
4/26/15,333,512,2206,56,412,39
4/27/15,183,910,1733,110,171,36
4/28/15,206,498,2388,148,441,82
4/29/15,223,734,1563,184,481,72
4/30/15,337,799,2261,113,216,64
5/1/15,453,805,2571,55,310,50
5/2/15,325,687,2661,149,301,44
5/3/15,241,366,2312,96,307,64
5/4/15,280,736,1758,160,322,60
5/5/15,361,828,2721,169,372,29
5/6/15,300,376,3167,161,388,61
5/7/15,309,689,2857,119,253,66
5/8/15,245,828,1506,119,463,60
5/9/15,324,479,1827,131,324,40
5/10/15,337,724,2856,187,311,56
5/11/15,338,421,2891,159,193,60
5/12/15,190,934,2863,161,260,76
5/13/15,168,600,2352,166,205,75
5/14/15,203,501,2792,156,282,33
5/15/15,489,502,2636,156,384,76
5/16/15,478,648,1487,156,340,68
5/17/15,454,740,2280,153,447,72
5/18/15,432,664,1296,138,438,53
5/19/15,324,705,1550,134,252,54
5/20/15,384,986,1656,54,483,70
5/21/15,337,1054,3032,52,247,60
5/22/15,268,758,3193,99,171,44
5/23/15,187,739,2954,55,274,63
5/24/15,361,497,1359,157,366,42
5/25/15,189,973,1923,43,466,25
5/26/15,470,1002,2406,79,431,25
5/27/15,475,374,3078,173,302,61
5/28/15,492,867,2162,63,170,48
5/29/15,207,402,1439,145,509,31
5/30/15,463,354,1537,102,445,41
5/31/15,368,1017,1997,109,361,74
6/1/15,167,654,2635,61,247,77
6/2/15,219,673,1680,137,286,70
6/3/15,261,848,2487,56,456,35
6/4/15,351,453,2214,51,298,51
6/5/15,455,435,2122,165,444,69
6/6/15,181,675,3024,182,255,65
6/7/15,390,627,2755,133,437,33
6/8/15,350,602,2758,41,269,49
6/9/15,402,695,1318,49,478,82
6/10/15,234,429,2836,190,460,39
6/11/15,414,605,1355,162,405,47
6/12/15,163,1002,1703,72,411,63
6/13/15,409,570,1727,118,339,80
6/14/15,214,752,1535,156,238,38
6/15/15,223,483,1642,47,304,72
6/16/15,373,502,2681,134,312,34
6/17/15,269,387,2346,148,484,45
6/18/15,348,713,1366,59,210,31
6/19/15,328,593,2250,125,285,69
6/20/15,509,1030,2265,97,358,81
6/21/15,457,848,2925,54,207,39
6/22/15,298,765,1463,106,378,72
6/23/15,236,567,1700,166,268,82
6/24/15,368,1020,2020,88,386,27
6/25/15,472,957,2858,137,252,37
6/26/15,358,779,2449,55,307,36
6/27/15,360,407,1617,154,467,65
6/28/15,432,630,3004,163,396,36
6/29/15,328,389,2978,55,473,57
6/30/15,334,715,2394,121,182,29
7/1/15,451,671,2825,142,233,64
7/2/15,435,1069,2500,150,284,73
7/3/15,245,1067,3133,102,187,48
7/4/15,398,1008,2962,83,241,54
7/5/15,421,462,2663,54,201,30
7/6/15,436,675,2733,37,267,33
7/7/15,337,482,3255,191,505,64
7/8/15,225,552,1826,40,292,39
7/9/15,498,398,1743,79,196,56
7/10/15,476,420,2426,119,216,79
7/11/15,466,587,2369,112,176,26
7/12/15,408,583,1801,77,437,40
7/13/15,305,542,2991,175,449,80
7/14/15,349,914,1363,133,441,45
7/15/15,271,363,1342,55,274,77
7/16/15,451,927,3181,141,246,51
7/17/15,184,442,2393,175,319,30
7/18/15,318,656,2559,86,201,48
7/19/15,340,862,2992,151,351,66
7/20/15,312,724,3212,97,493,66
7/21/15,207,442,1797,146,424,56
7/22/15,212,1030,2975,118,183,60
7/23/15,339,402,2891,162,384,78
7/24/15,229,378,2177,175,327,73
7/25/15,416,858,1544,181,327,26
7/26/15,506,814,3059,123,363,27
7/27/15,389,887,2079,116,199,55
7/28/15,384,731,1744,69,351,81
7/29/15,424,528,3041,68,418,69
7/30/15,370,813,3285,91,492,54
7/31/15,264,490,2834,50,393,44
8/1/15,271,966,3188,103,489,77
8/2/15,263,623,2664,189,186,50
8/3/15,340,405,1583,39,447,25
8/4/15,410,854,1996,76,501,26
8/5/15,403,690,1337,189,401,51
8/6/15,300,402,2201,181,378,66
8/7/15,202,724,2126,186,285,41
8/8/15,172,1070,3086,98,250,41
8/9/15,289,940,3169,41,389,59
8/10/15,486,556,2941,113,290,65
8/11/15,422,850,2288,145,244,31
8/12/15,220,556,2448,110,458,59
8/13/15,317,503,1376,113,473,54
8/14/15,305,355,3214,82,509,64
8/15/15,271,354,1449,154,285,53
8/16/15,426,693,1879,124,332,57
8/17/15,463,750,1745,130,321,57
8/18/15,240,960,2100,63,201,79
8/19/15,410,542,2578,51,378,57
8/20/15,421,1024,1823,51,372,26
8/21/15,432,951,3006,89,469,32
8/22/15,213,1029,2156,105,502,50
8/23/15,420,972,2830,140,275,73
8/24/15,308,944,1516,156,354,78
8/25/15,212,476,1572,54,384,47
8/26/15,249,610,1875,42,389,55
8/27/15,234,832,2059,161,340,76
8/28/15,356,780,2478,77,206,33
8/29/15,347,595,2490,74,387,53
8/30/15,206,808,1454,163,421,41
8/31/15,296,524,3220,153,259,65
9/1/15,460,474,1301,92,190,70
9/2/15,321,749,3182,101,432,37
9/3/15,278,942,2187,164,288,53
9/4/15,193,1064,2607,137,235,62
9/5/15,179,740,2606,89,272,28
9/6/15,320,420,1768,38,189,39
9/7/15,507,648,1761,132,408,42
9/8/15,491,718,2152,66,179,33
9/9/15,272,786,2193,154,478,30
9/10/15,281,1048,1866,177,256,44
9/11/15,305,358,2207,104,391,34
9/12/15,279,1075,2065,65,344,69
9/13/15,442,469,1649,74,191,28
9/14/15,470,893,2503,162,475,54
9/15/15,482,709,3146,95,175,64
9/16/15,385,435,3241,59,188,59
9/17/15,420,478,1908,166,345,82
9/18/15,365,735,1727,122,483,81
9/19/15,161,820,2408,60,384,39
9/20/15,500,902,3021,86,499,54
9/21/15,270,1035,2491,112,505,80
9/22/15,411,1063,2659,157,408,38
9/23/15,401,391,2076,123,202,39
9/24/15,442,1046,1273,150,369,52
9/25/15,491,715,1607,65,316,55
9/26/15,259,914,3103,44,443,59
9/27/15,414,1022,3027,95,263,64
9/28/15,200,740,3216,124,403,69
9/29/15,430,390,1639,119,206,40
9/30/15,352,778,2927,72,378,34
10/1/15,493,560,2525,51,498,58
10/2/15,400,606,2337,141,276,56
10/3/15,254,607,2769,169,295,73
10/4/15,499,1023,2862,176,215,56
10/5/15,236,424,2449,115,484,46
10/6/15,371,700,1712,64,258,28
10/7/15,255,691,2422,90,231,74
10/8/15,289,694,2062,38,466,39
10/9/15,501,833,1558,127,423,47
10/10/15,210,434,2538,148,264,70
10/11/15,304,404,2857,179,232,76
10/12/15,307,637,1925,52,287,67
10/13/15,197,519,1667,50,208,40
10/14/15,281,542,3074,115,325,27
10/15/15,419,877,2960,93,198,43
10/16/15,296,999,1337,126,291,40
10/17/15,183,538,1748,92,450,73
10/18/15,234,937,1697,84,333,68
10/19/15,515,773,1627,118,332,79
10/20/15,410,897,1958,150,210,64
10/21/15,347,928,2289,83,322,42
10/22/15,312,910,2464,98,274,49
10/23/15,423,822,2696,48,395,67
10/24/15,317,752,1293,153,442,80
10/25/15,394,543,2486,191,206,38
10/26/15,444,638,2368,128,233,33
10/27/15,452,1049,2079,118,277,62
10/28/15,210,473,2132,131,247,51
10/29/15,221,525,1395,50,324,26
10/30/15,383,822,2363,165,218,42
10/31/15,325,1073,1307,173,485,42
11/1/15,470,777,2348,171,183,36
11/2/15,295,773,2372,76,285,62
11/3/15,389,851,2314,179,500,74
11/4/15,170,457,2035,159,464,51
11/5/15,171,715,2694,107,491,31
11/6/15,234,999,1454,122,471,39
11/7/15,500,1022,2971,127,418,54
11/8/15,380,442,2719,98,429,74
11/9/15,255,576,1688,64,377,63
11/10/15,274,467,2380,38,323,49
11/11/15,227,376,2427,88,299,75
11/12/15,370,951,2394,89,190,70
11/13/15,291,902,1703,75,197,60
11/14/15,183,759,2684,64,444,59
11/15/15,331,356,1427,134,327,73
11/16/15,511,367,2576,46,507,56
11/17/15,201,644,2322,86,359,40
11/18/15,176,434,3281,78,455,74
11/19/15,227,624,2192,126,316,66
11/20/15,360,703,1875,160,244,46
11/21/15,476,430,2991,142,229,38
11/22/15,229,866,2250,184,322,78
11/23/15,256,748,2393,51,274,55
11/24/15,218,1050,1424,110,492,67
11/25/15,162,742,2569,121,239,45
11/26/15,331,361,2605,161,251,55
11/27/15,342,660,2994,174,286,79
11/28/15,477,779,2924,84,381,81
11/29/15,429,417,2336,58,503,81
11/30/15,219,573,2760,138,351,41
12/1/15,502,388,3161,59,331,47
12/2/15,491,656,1992,171,225,40
12/3/15,273,787,2053,122,290,53
12/4/15,169,387,2742,72,475,55
12/5/15,200,944,1699,134,414,52
12/6/15,229,602,2456,74,358,50
12/7/15,249,863,1415,78,344,75
12/8/15,323,500,2449,80,274,48
12/9/15,491,585,2843,143,242,39
12/10/15,282,559,3192,85,246,61
12/11/15,380,1052,1840,173,505,48
12/12/15,483,387,1902,65,372,56
12/13/15,218,982,1305,145,321,42
12/14/15,355,629,2826,97,504,37
12/15/15,315,657,2034,81,457,25
12/16/15,259,570,2466,46,197,68
12/17/15,258,964,1901,161,435,75
12/18/15,326,871,2253,60,204,77
12/19/15,453,740,2845,133,510,79
12/20/15,202,1069,1488,115,370,79
12/21/15,217,497,2291,143,497,54
12/22/15,342,640,1404,58,202,38
12/23/15,253,440,2164,116,507,58
12/24/15,235,427,1991,43,509,44
12/25/15,312,922,1940,117,398,81
12/26/15,290,505,3056,58,397,43
